network,node number,x,y,z,name,description
eSAD,8,-2,52,14,Extended socio-affective default network,"The default mode network (Gusnard and Raichle, 2001 -> check REF) is closely linked to socio-affective processing (Schilbach et al., 2012 -> check REF). Therefore, Amft et al. (2015) performed a conjunction analysis on regions involved both in the DMN and social or affective tasks, resulting in the eSAD. This network consists of the anterior cingulate cortex, bilateral amygdala and hippocampus, temporo-parietal junction, ventral basal ganglia, precuneus, subgenual cingulate cortex, ventromedial and dorsomedial prefrontal cortex and left middle temporal gyrus and sulcus (Amft et al., 2015)."
eSAD,9,-6,10,-8,Extended socio-affective default network,"The default mode network (Gusnard and Raichle, 2001 -> check REF) is closely linked to socio-affective processing (Schilbach et al., 2012 -> check REF). Therefore, Amft et al. (2015) performed a conjunction analysis on regions involved both in the DMN and social or affective tasks, resulting in the eSAD. This network consists of the anterior cingulate cortex, bilateral amygdala and hippocampus, temporo-parietal junction, ventral basal ganglia, precuneus, subgenual cingulate cortex, ventromedial and dorsomedial prefrontal cortex and left middle temporal gyrus and sulcus (Amft et al., 2015)."
eSAD,10,6,10,-8,Extended socio-affective default network,"The default mode network (Gusnard and Raichle, 2001 -> check REF) is closely linked to socio-affective processing (Schilbach et al., 2012 -> check REF). Therefore, Amft et al. (2015) performed a conjunction analysis on regions involved both in the DMN and social or affective tasks, resulting in the eSAD. This network consists of the anterior cingulate cortex, bilateral amygdala and hippocampus, temporo-parietal junction, ventral basal ganglia, precuneus, subgenual cingulate cortex, ventromedial and dorsomedial prefrontal cortex and left middle temporal gyrus and sulcus (Amft et al., 2015)."
eSAD,11,-2,50,-10,Extended socio-affective default network,"The default mode network (Gusnard and Raichle, 2001 -> check REF) is closely linked to socio-affective processing (Schilbach et al., 2012 -> check REF). Therefore, Amft et al. (2015) performed a conjunction analysis on regions involved both in the DMN and social or affective tasks, resulting in the eSAD. This network consists of the anterior cingulate cortex, bilateral amygdala and hippocampus, temporo-parietal junction, ventral basal ganglia, precuneus, subgenual cingulate cortex, ventromedial and dorsomedial prefrontal cortex and left middle temporal gyrus and sulcus (Amft et al., 2015)."
eSAD,12,-54,-10,-20,Extended socio-affective default network,"The default mode network (Gusnard and Raichle, 2001 -> check REF) is closely linked to socio-affective processing (Schilbach et al., 2012 -> check REF). Therefore, Amft et al. (2015) performed a conjunction analysis on regions involved both in the DMN and social or affective tasks, resulting in the eSAD. This network consists of the anterior cingulate cortex, bilateral amygdala and hippocampus, temporo-parietal junction, ventral basal ganglia, precuneus, subgenual cingulate cortex, ventromedial and dorsomedial prefrontal cortex and left middle temporal gyrus and sulcus (Amft et al., 2015)."
MNS,1,-56,8,28,Mirror neuron system,"Action observation and imitation tasks can give insight into the human mirror neuron system while avoiding invasive single-cell recordings used to study mirror neurons in non-human primates (Caspers, Zilles, Laird, & Eickhoff, 2016). A meta-analysis on action observation and imitation revealed an underlying network consisting of the bilateral inferior frontal gyrus, primary somatosensory cortex, lateral occipital lobe, right fusiform face and body area, left medial premotor cortex, left posterior middle temporal gyrus and right superior parietal lobe (Caspers et al., 2016)."
MNS,2,-54,6,40,Mirror neuron system,"Action observation and imitation tasks can give insight into the human mirror neuron system while avoiding invasive single-cell recordings used to study mirror neurons in non-human primates (Caspers, Zilles, Laird, & Eickhoff, 2016). A meta-analysis on action observation and imitation revealed an underlying network consisting of the bilateral inferior frontal gyrus, primary somatosensory cortex, lateral occipital lobe, right fusiform face and body area, left medial premotor cortex, left posterior middle temporal gyrus and right superior parietal lobe (Caspers et al., 2016)."
MNS,3,58,16,10,Mirror neuron system,"Action observation and imitation tasks can give insight into the human mirror neuron system while avoiding invasive single-cell recordings used to study mirror neurons in non-human primates (Caspers, Zilles, Laird, & Eickhoff, 2016). A meta-analysis on action observation and imitation revealed an underlying network consisting of the bilateral inferior frontal gyrus, primary somatosensory cortex, lateral occipital lobe, right fusiform face and body area, left medial premotor cortex, left posterior middle temporal gyrus and right superior parietal lobe (Caspers et al., 2016)."
MNS,4,44,-54,-20,Mirror neuron system,"Action observation and imitation tasks can give insight into the human mirror neuron system while avoiding invasive single-cell recordings used to study mirror neurons in non-human primates (Caspers, Zilles, Laird, & Eickhoff, 2016). A meta-analysis on action observation and imitation revealed an underlying network consisting of the bilateral inferior frontal gyrus, primary somatosensory cortex, lateral occipital lobe, right fusiform face and body area, left medial premotor cortex, left posterior middle temporal gyrus and right superior parietal lobe (Caspers et al., 2016)."
MNS,5,-38,-40,50,Mirror neuron system,"Action observation and imitation tasks can give insight into the human mirror neuron system while avoiding invasive single-cell recordings used to study mirror neurons in non-human primates (Caspers, Zilles, Laird, & Eickhoff, 2016). A meta-analysis on action observation and imitation revealed an underlying network consisting of the bilateral inferior frontal gyrus, primary somatosensory cortex, lateral occipital lobe, right fusiform face and body area, left medial premotor cortex, left posterior middle temporal gyrus and right superior parietal lobe (Caspers et al., 2016)."
MNS,6,51,-36,50,Mirror neuron system,"Action observation and imitation tasks can give insight into the human mirror neuron system while avoiding invasive single-cell recordings used to study mirror neurons in non-human primates (Caspers, Zilles, Laird, & Eickhoff, 2016). A meta-analysis on action observation and imitation revealed an underlying network consisting of the bilateral inferior frontal gyrus, primary somatosensory cortex, lateral occipital lobe, right fusiform face and body area, left medial premotor cortex, left posterior middle temporal gyrus and right superior parietal lobe (Caspers et al., 2016)."
MNS,7,-1,16,2,Mirror neuron system,"Action observation and imitation tasks can give insight into the human mirror neuron system while avoiding invasive single-cell recordings used to study mirror neurons in non-human primates (Caspers, Zilles, Laird, & Eickhoff, 2016). A meta-analysis on action observation and imitation revealed an underlying network consisting of the bilateral inferior frontal gyrus, primary somatosensory cortex, lateral occipital lobe, right fusiform face and body area, left medial premotor cortex, left posterior middle temporal gyrus and right superior parietal lobe (Caspers et al., 2016)."
MNS,8,-54,-50,10,Mirror neuron system,"Action observation and imitation tasks can give insight into the human mirror neuron system while avoiding invasive single-cell recordings used to study mirror neurons in non-human primates (Caspers, Zilles, Laird, & Eickhoff, 2016). A meta-analysis on action observation and imitation revealed an underlying network consisting of the bilateral inferior frontal gyrus, primary somatosensory cortex, lateral occipital lobe, right fusiform face and body area, left medial premotor cortex, left posterior middle temporal gyrus and right superior parietal lobe (Caspers et al., 2016)."
MNS,9,-52,-70,6,Mirror neuron system,"Action observation and imitation tasks can give insight into the human mirror neuron system while avoiding invasive single-cell recordings used to study mirror neurons in non-human primates (Caspers, Zilles, Laird, & Eickhoff, 2016). A meta-analysis on action observation and imitation revealed an underlying network consisting of the bilateral inferior frontal gyrus, primary somatosensory cortex, lateral occipital lobe, right fusiform face and body area, left medial premotor cortex, left posterior middle temporal gyrus and right superior parietal lobe (Caspers et al., 2016)."
MNS,10,54,-64,4,Mirror neuron system,"Action observation and imitation tasks can give insight into the human mirror neuron system while avoiding invasive single-cell recordings used to study mirror neurons in non-human primates (Caspers, Zilles, Laird, & Eickhoff, 2016). A meta-analysis on action observation and imitation revealed an underlying network consisting of the bilateral inferior frontal gyrus, primary somatosensory cortex, lateral occipital lobe, right fusiform face and body area, left medial premotor cortex, left posterior middle temporal gyrus and right superior parietal lobe (Caspers et al., 2016)."
MNS,11,30,-62,63,Mirror neuron system,"Action observation and imitation tasks can give insight into the human mirror neuron system while avoiding invasive single-cell recordings used to study mirror neurons in non-human primates (Caspers, Zilles, Laird, & Eickhoff, 2016). A meta-analysis on action observation and imitation revealed an underlying network consisting of the bilateral inferior frontal gyrus, primary somatosensory cortex, lateral occipital lobe, right fusiform face and body area, left medial premotor cortex, left posterior middle temporal gyrus and right superior parietal lobe (Caspers et al., 2016)."
Motor,1,-39,-21,54,Motor,"To investigate a brain network linked to motor function, a meta-analysis on finger tapping tasks was performed by Witt et al. (2008). The brain regions consistently activated were the bilateral sensorimotor cortex, basal ganglia, anterior cerebellum, inferior parietal cortex, left ventral premotor cortex and supplementary motor area (Witt, Meyerand, & Laird, 2008)."
Motor,2,41,-16,57,Motor,"To investigate a brain network linked to motor function, a meta-analysis on finger tapping tasks was performed by Witt et al. (2008). The brain regions consistently activated were the bilateral sensorimotor cortex, basal ganglia, anterior cerebellum, inferior parietal cortex, left ventral premotor cortex and supplementary motor area (Witt, Meyerand, & Laird, 2008)."
Motor,3,-3,-2,54,Motor,"To investigate a brain network linked to motor function, a meta-analysis on finger tapping tasks was performed by Witt et al. (2008). The brain regions consistently activated were the bilateral sensorimotor cortex, basal ganglia, anterior cerebellum, inferior parietal cortex, left ventral premotor cortex and supplementary motor area (Witt, Meyerand, & Laird, 2008)."
Motor,4,-57,2,32,Motor,"To investigate a brain network linked to motor function, a meta-analysis on finger tapping tasks was performed by Witt et al. (2008). The brain regions consistently activated were the bilateral sensorimotor cortex, basal ganglia, anterior cerebellum, inferior parietal cortex, left ventral premotor cortex and supplementary motor area (Witt, Meyerand, & Laird, 2008)."
Motor,5,-53,-24,21,Motor,"To investigate a brain network linked to motor function, a meta-analysis on finger tapping tasks was performed by Witt et al. (2008). The brain regions consistently activated were the bilateral sensorimotor cortex, basal ganglia, anterior cerebellum, inferior parietal cortex, left ventral premotor cortex and supplementary motor area (Witt, Meyerand, & Laird, 2008)."
Motor,6,45,-38,48,Motor,"To investigate a brain network linked to motor function, a meta-analysis on finger tapping tasks was performed by Witt et al. (2008). The brain regions consistently activated were the bilateral sensorimotor cortex, basal ganglia, anterior cerebellum, inferior parietal cortex, left ventral premotor cortex and supplementary motor area (Witt, Meyerand, & Laird, 2008)."
Motor,7,-23,-7,1,Motor,"To investigate a brain network linked to motor function, a meta-analysis on finger tapping tasks was performed by Witt et al. (2008). The brain regions consistently activated were the bilateral sensorimotor cortex, basal ganglia, anterior cerebellum, inferior parietal cortex, left ventral premotor cortex and supplementary motor area (Witt, Meyerand, & Laird, 2008)."
Motor,8,25,-8,3,Motor,"To investigate a brain network linked to motor function, a meta-analysis on finger tapping tasks was performed by Witt et al. (2008). The brain regions consistently activated were the bilateral sensorimotor cortex, basal ganglia, anterior cerebellum, inferior parietal cortex, left ventral premotor cortex and supplementary motor area (Witt, Meyerand, & Laird, 2008)."
Motor,9,-22,-52,26,Motor,"To investigate a brain network linked to motor function, a meta-analysis on finger tapping tasks was performed by Witt et al. (2008). The brain regions consistently activated were the bilateral sensorimotor cortex, basal ganglia, anterior cerebellum, inferior parietal cortex, left ventral premotor cortex and supplementary motor area (Witt, Meyerand, & Laird, 2008)."
Motor,10,18,-54,-22,Motor,"To investigate a brain network linked to motor function, a meta-analysis on finger tapping tasks was performed by Witt et al. (2008). The brain regions consistently activated were the bilateral sensorimotor cortex, basal ganglia, anterior cerebellum, inferior parietal cortex, left ventral premotor cortex and supplementary motor area (Witt, Meyerand, & Laird, 2008)."
Rew,1,12,10,-6,Reward,"A meta-analysis on reward-related decision making revealed a network consisting of the bilateral insula, thalamus, brain stem, mid-orbitofrontal cortex, middle frontal gyrus, right nucleus accumbens, left pallidum, left dorsomedial prefrontal cortex, left medial orbitofrontal cortex, right amygdala, supplementary motor area, anterior and posterior cingulate cortex, left inferior parietal lobe, right angular gyrus,  left frontal pole and left superior frontal gyrus (Liu, Hairston, Schrier, & Fan, 2011)."
Rew,2,-10,8,-4,Reward,"A meta-analysis on reward-related decision making revealed a network consisting of the bilateral insula, thalamus, brain stem, mid-orbitofrontal cortex, middle frontal gyrus, right nucleus accumbens, left pallidum, left dorsomedial prefrontal cortex, left medial orbitofrontal cortex, right amygdala, supplementary motor area, anterior and posterior cingulate cortex, left inferior parietal lobe, right angular gyrus,  left frontal pole and left superior frontal gyrus (Liu, Hairston, Schrier, & Fan, 2011)."
Rew,3,36,20,-6,Reward,"A meta-analysis on reward-related decision making revealed a network consisting of the bilateral insula, thalamus, brain stem, mid-orbitofrontal cortex, middle frontal gyrus, right nucleus accumbens, left pallidum, left dorsomedial prefrontal cortex, left medial orbitofrontal cortex, right amygdala, supplementary motor area, anterior and posterior cingulate cortex, left inferior parietal lobe, right angular gyrus,  left frontal pole and left superior frontal gyrus (Liu, Hairston, Schrier, & Fan, 2011)."
Rew,4,-32,20,-4,Reward,"A meta-analysis on reward-related decision making revealed a network consisting of the bilateral insula, thalamus, brain stem, mid-orbitofrontal cortex, middle frontal gyrus, right nucleus accumbens, left pallidum, left dorsomedial prefrontal cortex, left medial orbitofrontal cortex, right amygdala, supplementary motor area, anterior and posterior cingulate cortex, left inferior parietal lobe, right angular gyrus,  left frontal pole and left superior frontal gyrus (Liu, Hairston, Schrier, & Fan, 2011)."
Rew,5,0,24,40,Reward,"A meta-analysis on reward-related decision making revealed a network consisting of the bilateral insula, thalamus, brain stem, mid-orbitofrontal cortex, middle frontal gyrus, right nucleus accumbens, left pallidum, left dorsomedial prefrontal cortex, left medial orbitofrontal cortex, right amygdala, supplementary motor area, anterior and posterior cingulate cortex, left inferior parietal lobe, right angular gyrus,  left frontal pole and left superior frontal gyrus (Liu, Hairston, Schrier, & Fan, 2011)."
Rew,6,0,54,-8,Reward,"A meta-analysis on reward-related decision making revealed a network consisting of the bilateral insula, thalamus, brain stem, mid-orbitofrontal cortex, middle frontal gyrus, right nucleus accumbens, left pallidum, left dorsomedial prefrontal cortex, left medial orbitofrontal cortex, right amygdala, supplementary motor area, anterior and posterior cingulate cortex, left inferior parietal lobe, right angular gyrus,  left frontal pole and left superior frontal gyrus (Liu, Hairston, Schrier, & Fan, 2011)."
Rew,7,24,-2,-16,Reward,"A meta-analysis on reward-related decision making revealed a network consisting of the bilateral insula, thalamus, brain stem, mid-orbitofrontal cortex, middle frontal gyrus, right nucleus accumbens, left pallidum, left dorsomedial prefrontal cortex, left medial orbitofrontal cortex, right amygdala, supplementary motor area, anterior and posterior cingulate cortex, left inferior parietal lobe, right angular gyrus,  left frontal pole and left superior frontal gyrus (Liu, Hairston, Schrier, & Fan, 2011)."
Rew,8,6,-14,8,Reward,"A meta-analysis on reward-related decision making revealed a network consisting of the bilateral insula, thalamus, brain stem, mid-orbitofrontal cortex, middle frontal gyrus, right nucleus accumbens, left pallidum, left dorsomedial prefrontal cortex, left medial orbitofrontal cortex, right amygdala, supplementary motor area, anterior and posterior cingulate cortex, left inferior parietal lobe, right angular gyrus,  left frontal pole and left superior frontal gyrus (Liu, Hairston, Schrier, & Fan, 2011)."
Rew,9,-6,-16,8,Reward,"A meta-analysis on reward-related decision making revealed a network consisting of the bilateral insula, thalamus, brain stem, mid-orbitofrontal cortex, middle frontal gyrus, right nucleus accumbens, left pallidum, left dorsomedial prefrontal cortex, left medial orbitofrontal cortex, right amygdala, supplementary motor area, anterior and posterior cingulate cortex, left inferior parietal lobe, right angular gyrus,  left frontal pole and left superior frontal gyrus (Liu, Hairston, Schrier, & Fan, 2011)."
Rew,10,0,8,48,Reward,"A meta-analysis on reward-related decision making revealed a network consisting of the bilateral insula, thalamus, brain stem, mid-orbitofrontal cortex, middle frontal gyrus, right nucleus accumbens, left pallidum, left dorsomedial prefrontal cortex, left medial orbitofrontal cortex, right amygdala, supplementary motor area, anterior and posterior cingulate cortex, left inferior parietal lobe, right angular gyrus,  left frontal pole and left superior frontal gyrus (Liu, Hairston, Schrier, & Fan, 2011)."
Rew,11,8,-18,-10,Reward,"A meta-analysis on reward-related decision making revealed a network consisting of the bilateral insula, thalamus, brain stem, mid-orbitofrontal cortex, middle frontal gyrus, right nucleus accumbens, left pallidum, left dorsomedial prefrontal cortex, left medial orbitofrontal cortex, right amygdala, supplementary motor area, anterior and posterior cingulate cortex, left inferior parietal lobe, right angular gyrus,  left frontal pole and left superior frontal gyrus (Liu, Hairston, Schrier, & Fan, 2011)."
Rew,12,-6,-18,-10,Reward,"A meta-analysis on reward-related decision making revealed a network consisting of the bilateral insula, thalamus, brain stem, mid-orbitofrontal cortex, middle frontal gyrus, right nucleus accumbens, left pallidum, left dorsomedial prefrontal cortex, left medial orbitofrontal cortex, right amygdala, supplementary motor area, anterior and posterior cingulate cortex, left inferior parietal lobe, right angular gyrus,  left frontal pole and left superior frontal gyrus (Liu, Hairston, Schrier, & Fan, 2011)."
Rew,13,2,44,20,Reward,"A meta-analysis on reward-related decision making revealed a network consisting of the bilateral insula, thalamus, brain stem, mid-orbitofrontal cortex, middle frontal gyrus, right nucleus accumbens, left pallidum, left dorsomedial prefrontal cortex, left medial orbitofrontal cortex, right amygdala, supplementary motor area, anterior and posterior cingulate cortex, left inferior parietal lobe, right angular gyrus,  left frontal pole and left superior frontal gyrus (Liu, Hairston, Schrier, & Fan, 2011)."
Rew,14,-24,2,52,Reward,"A meta-analysis on reward-related decision making revealed a network consisting of the bilateral insula, thalamus, brain stem, mid-orbitofrontal cortex, middle frontal gyrus, right nucleus accumbens, left pallidum, left dorsomedial prefrontal cortex, left medial orbitofrontal cortex, right amygdala, supplementary motor area, anterior and posterior cingulate cortex, left inferior parietal lobe, right angular gyrus,  left frontal pole and left superior frontal gyrus (Liu, Hairston, Schrier, & Fan, 2011)."
Rew,15,-38,-4,6,Reward,"A meta-analysis on reward-related decision making revealed a network consisting of the bilateral insula, thalamus, brain stem, mid-orbitofrontal cortex, middle frontal gyrus, right nucleus accumbens, left pallidum, left dorsomedial prefrontal cortex, left medial orbitofrontal cortex, right amygdala, supplementary motor area, anterior and posterior cingulate cortex, left inferior parietal lobe, right angular gyrus,  left frontal pole and left superior frontal gyrus (Liu, Hairston, Schrier, & Fan, 2011)."
Rew,16,24,40,-14,Reward,"A meta-analysis on reward-related decision making revealed a network consisting of the bilateral insula, thalamus, brain stem, mid-orbitofrontal cortex, middle frontal gyrus, right nucleus accumbens, left pallidum, left dorsomedial prefrontal cortex, left medial orbitofrontal cortex, right amygdala, supplementary motor area, anterior and posterior cingulate cortex, left inferior parietal lobe, right angular gyrus,  left frontal pole and left superior frontal gyrus (Liu, Hairston, Schrier, & Fan, 2011)."
Rew,17,-16,42,-14,Reward,"A meta-analysis on reward-related decision making revealed a network consisting of the bilateral insula, thalamus, brain stem, mid-orbitofrontal cortex, middle frontal gyrus, right nucleus accumbens, left pallidum, left dorsomedial prefrontal cortex, left medial orbitofrontal cortex, right amygdala, supplementary motor area, anterior and posterior cingulate cortex, left inferior parietal lobe, right angular gyrus,  left frontal pole and left superior frontal gyrus (Liu, Hairston, Schrier, & Fan, 2011)."
Rew,18,40,32,32,Reward,"A meta-analysis on reward-related decision making revealed a network consisting of the bilateral insula, thalamus, brain stem, mid-orbitofrontal cortex, middle frontal gyrus, right nucleus accumbens, left pallidum, left dorsomedial prefrontal cortex, left medial orbitofrontal cortex, right amygdala, supplementary motor area, anterior and posterior cingulate cortex, left inferior parietal lobe, right angular gyrus,  left frontal pole and left superior frontal gyrus (Liu, Hairston, Schrier, & Fan, 2011)."
Rew,19,-28,-56,48,Reward,"A meta-analysis on reward-related decision making revealed a network consisting of the bilateral insula, thalamus, brain stem, mid-orbitofrontal cortex, middle frontal gyrus, right nucleus accumbens, left pallidum, left dorsomedial prefrontal cortex, left medial orbitofrontal cortex, right amygdala, supplementary motor area, anterior and posterior cingulate cortex, left inferior parietal lobe, right angular gyrus,  left frontal pole and left superior frontal gyrus (Liu, Hairston, Schrier, & Fan, 2011)."
Rew,20,28,-58,50,Reward,"A meta-analysis on reward-related decision making revealed a network consisting of the bilateral insula, thalamus, brain stem, mid-orbitofrontal cortex, middle frontal gyrus, right nucleus accumbens, left pallidum, left dorsomedial prefrontal cortex, left medial orbitofrontal cortex, right amygdala, supplementary motor area, anterior and posterior cingulate cortex, left inferior parietal lobe, right angular gyrus,  left frontal pole and left superior frontal gyrus (Liu, Hairston, Schrier, & Fan, 2011)."
Rew,21,0,-32,32,Reward,"A meta-analysis on reward-related decision making revealed a network consisting of the bilateral insula, thalamus, brain stem, mid-orbitofrontal cortex, middle frontal gyrus, right nucleus accumbens, left pallidum, left dorsomedial prefrontal cortex, left medial orbitofrontal cortex, right amygdala, supplementary motor area, anterior and posterior cingulate cortex, left inferior parietal lobe, right angular gyrus,  left frontal pole and left superior frontal gyrus (Liu, Hairston, Schrier, & Fan, 2011)."
Rew,22,-36,50,10,Reward,"A meta-analysis on reward-related decision making revealed a network consisting of the bilateral insula, thalamus, brain stem, mid-orbitofrontal cortex, middle frontal gyrus, right nucleus accumbens, left pallidum, left dorsomedial prefrontal cortex, left medial orbitofrontal cortex, right amygdala, supplementary motor area, anterior and posterior cingulate cortex, left inferior parietal lobe, right angular gyrus,  left frontal pole and left superior frontal gyrus (Liu, Hairston, Schrier, & Fan, 2011)."
Rew,23,-46,42,-4,Reward,"A meta-analysis on reward-related decision making revealed a network consisting of the bilateral insula, thalamus, brain stem, mid-orbitofrontal cortex, middle frontal gyrus, right nucleus accumbens, left pallidum, left dorsomedial prefrontal cortex, left medial orbitofrontal cortex, right amygdala, supplementary motor area, anterior and posterior cingulate cortex, left inferior parietal lobe, right angular gyrus,  left frontal pole and left superior frontal gyrus (Liu, Hairston, Schrier, & Fan, 2011)."
Rew,24,30,4,50,Reward,"A meta-analysis on reward-related decision making revealed a network consisting of the bilateral insula, thalamus, brain stem, mid-orbitofrontal cortex, middle frontal gyrus, right nucleus accumbens, left pallidum, left dorsomedial prefrontal cortex, left medial orbitofrontal cortex, right amygdala, supplementary motor area, anterior and posterior cingulate cortex, left inferior parietal lobe, right angular gyrus,  left frontal pole and left superior frontal gyrus (Liu, Hairston, Schrier, & Fan, 2011)."
Rew,25,-22,30,48,Reward,"A meta-analysis on reward-related decision making revealed a network consisting of the bilateral insula, thalamus, brain stem, mid-orbitofrontal cortex, middle frontal gyrus, right nucleus accumbens, left pallidum, left dorsomedial prefrontal cortex, left medial orbitofrontal cortex, right amygdala, supplementary motor area, anterior and posterior cingulate cortex, left inferior parietal lobe, right angular gyrus,  left frontal pole and left superior frontal gyrus (Liu, Hairston, Schrier, & Fan, 2011)."
ToM,1,0,52,-12,Theory of mind,"The same meta-analysis additionally investigated theory of mind, the ability to contemplate another’s thoughts, desires and behaviour (Premack and Woodruff, 1978; Frith and Frith, 2003). Brain regions involved in theory of mind were the ventromedial and dorsomedial prefrontal cortex, frontopolar cortex, precuneus, bilateral temporo-parietal junction, temporal pole, middle temporal gyrus, posterior superior temporal sulcus, inferior frontal gyrus and right visual area V5 (Bzdok et al., 2012)."
ToM,2,2,58,12,Theory of mind,"The same meta-analysis additionally investigated theory of mind, the ability to contemplate another’s thoughts, desires and behaviour (Premack and Woodruff, 1978; Frith and Frith, 2003). Brain regions involved in theory of mind were the ventromedial and dorsomedial prefrontal cortex, frontopolar cortex, precuneus, bilateral temporo-parietal junction, temporal pole, middle temporal gyrus, posterior superior temporal sulcus, inferior frontal gyrus and right visual area V5 (Bzdok et al., 2012)."
ToM,3,-8,56,30,Theory of mind,"The same meta-analysis additionally investigated theory of mind, the ability to contemplate another’s thoughts, desires and behaviour (Premack and Woodruff, 1978; Frith and Frith, 2003). Brain regions involved in theory of mind were the ventromedial and dorsomedial prefrontal cortex, frontopolar cortex, precuneus, bilateral temporo-parietal junction, temporal pole, middle temporal gyrus, posterior superior temporal sulcus, inferior frontal gyrus and right visual area V5 (Bzdok et al., 2012)."
ToM,4,2,-56,30,Theory of mind,"The same meta-analysis additionally investigated theory of mind, the ability to contemplate another’s thoughts, desires and behaviour (Premack and Woodruff, 1978; Frith and Frith, 2003). Brain regions involved in theory of mind were the ventromedial and dorsomedial prefrontal cortex, frontopolar cortex, precuneus, bilateral temporo-parietal junction, temporal pole, middle temporal gyrus, posterior superior temporal sulcus, inferior frontal gyrus and right visual area V5 (Bzdok et al., 2012)."
ToM,5,56,-50,18,Theory of mind,"The same meta-analysis additionally investigated theory of mind, the ability to contemplate another’s thoughts, desires and behaviour (Premack and Woodruff, 1978; Frith and Frith, 2003). Brain regions involved in theory of mind were the ventromedial and dorsomedial prefrontal cortex, frontopolar cortex, precuneus, bilateral temporo-parietal junction, temporal pole, middle temporal gyrus, posterior superior temporal sulcus, inferior frontal gyrus and right visual area V5 (Bzdok et al., 2012)."
ToM,6,-48,-56,24,Theory of mind,"The same meta-analysis additionally investigated theory of mind, the ability to contemplate another’s thoughts, desires and behaviour (Premack and Woodruff, 1978; Frith and Frith, 2003). Brain regions involved in theory of mind were the ventromedial and dorsomedial prefrontal cortex, frontopolar cortex, precuneus, bilateral temporo-parietal junction, temporal pole, middle temporal gyrus, posterior superior temporal sulcus, inferior frontal gyrus and right visual area V5 (Bzdok et al., 2012)."
ToM,7,54,-2,-20,Theory of mind,"The same meta-analysis additionally investigated theory of mind, the ability to contemplate another’s thoughts, desires and behaviour (Premack and Woodruff, 1978; Frith and Frith, 2003). Brain regions involved in theory of mind were the ventromedial and dorsomedial prefrontal cortex, frontopolar cortex, precuneus, bilateral temporo-parietal junction, temporal pole, middle temporal gyrus, posterior superior temporal sulcus, inferior frontal gyrus and right visual area V5 (Bzdok et al., 2012)."
ToM,8,-54,-2,-24,Theory of mind,"The same meta-analysis additionally investigated theory of mind, the ability to contemplate another’s thoughts, desires and behaviour (Premack and Woodruff, 1978; Frith and Frith, 2003). Brain regions involved in theory of mind were the ventromedial and dorsomedial prefrontal cortex, frontopolar cortex, precuneus, bilateral temporo-parietal junction, temporal pole, middle temporal gyrus, posterior superior temporal sulcus, inferior frontal gyrus and right visual area V5 (Bzdok et al., 2012)."
ToM,9,52,-18,-12,Theory of mind,"The same meta-analysis additionally investigated theory of mind, the ability to contemplate another’s thoughts, desires and behaviour (Premack and Woodruff, 1978; Frith and Frith, 2003). Brain regions involved in theory of mind were the ventromedial and dorsomedial prefrontal cortex, frontopolar cortex, precuneus, bilateral temporo-parietal junction, temporal pole, middle temporal gyrus, posterior superior temporal sulcus, inferior frontal gyrus and right visual area V5 (Bzdok et al., 2012)."
ToM,10,-54,-28,-4,Theory of mind,"The same meta-analysis additionally investigated theory of mind, the ability to contemplate another’s thoughts, desires and behaviour (Premack and Woodruff, 1978; Frith and Frith, 2003). Brain regions involved in theory of mind were the ventromedial and dorsomedial prefrontal cortex, frontopolar cortex, precuneus, bilateral temporo-parietal junction, temporal pole, middle temporal gyrus, posterior superior temporal sulcus, inferior frontal gyrus and right visual area V5 (Bzdok et al., 2012)."
ToM,11,50,-34,0,Theory of mind,"The same meta-analysis additionally investigated theory of mind, the ability to contemplate another’s thoughts, desires and behaviour (Premack and Woodruff, 1978; Frith and Frith, 2003). Brain regions involved in theory of mind were the ventromedial and dorsomedial prefrontal cortex, frontopolar cortex, precuneus, bilateral temporo-parietal junction, temporal pole, middle temporal gyrus, posterior superior temporal sulcus, inferior frontal gyrus and right visual area V5 (Bzdok et al., 2012)."
ToM,12,-58,-44,4,Theory of mind,"The same meta-analysis additionally investigated theory of mind, the ability to contemplate another’s thoughts, desires and behaviour (Premack and Woodruff, 1978; Frith and Frith, 2003). Brain regions involved in theory of mind were the ventromedial and dorsomedial prefrontal cortex, frontopolar cortex, precuneus, bilateral temporo-parietal junction, temporal pole, middle temporal gyrus, posterior superior temporal sulcus, inferior frontal gyrus and right visual area V5 (Bzdok et al., 2012)."
ToM,13,54,28,6,Theory of mind,"The same meta-analysis additionally investigated theory of mind, the ability to contemplate another’s thoughts, desires and behaviour (Premack and Woodruff, 1978; Frith and Frith, 2003). Brain regions involved in theory of mind were the ventromedial and dorsomedial prefrontal cortex, frontopolar cortex, precuneus, bilateral temporo-parietal junction, temporal pole, middle temporal gyrus, posterior superior temporal sulcus, inferior frontal gyrus and right visual area V5 (Bzdok et al., 2012)."
ToM,14,-48,30,-12,Theory of mind,"The same meta-analysis additionally investigated theory of mind, the ability to contemplate another’s thoughts, desires and behaviour (Premack and Woodruff, 1978; Frith and Frith, 2003). Brain regions involved in theory of mind were the ventromedial and dorsomedial prefrontal cortex, frontopolar cortex, precuneus, bilateral temporo-parietal junction, temporal pole, middle temporal gyrus, posterior superior temporal sulcus, inferior frontal gyrus and right visual area V5 (Bzdok et al., 2012)."
